source,source_text_id,source_sentence_id,language_stage,script_type,genre,period,hieroglyphs,mdc,sign_sequence,transliteration_gold,translation,lemma_sequence,upos,glossing,grammar_notes,source_ref,review_status,formula_type,deity,recipient,offering_items,formula_slot,display_sequence,normalized_reading_order,alt_transliterations,variant_writing_note,morphology_note,syntax_note,aesthetic_arrangement_flag
TLA,TLA_EARLIER_8396,S8396,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓏏𓊖𓅱 𓃢𓉱,wt hr-sshta,wt(.ꞽ) ḥr.ꞽ-sštꜣ,wt(.ꞽ) ḥr.ꞽ-sštꜣ,"Balsamierer, Hüter des Geheimnisses",855700|wt.ꞽ 108830|ḥr.ꞽ-sštꜣ,NOUN NOUN,TITL TITL,,data/raw/tla_earlier/tla_earlier.parquet#row=8396,seed,,,,,,𓏏𓊖𓅱 𓃢𓉱,wt hr-sshta,,,,,False
TLA,TLA_EARLIER_8397,S8397,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,𓅃 𓉘𓇦𓊂,hrw djr,ḥr.w ḏr,ḥr.w ḏr,Horus Djer,400034|Ḥr.w 882281|Ḏr,NOUN PROPN,ROYLN ROYLN,,data/raw/tla_earlier/tla_earlier.parquet#row=8397,seed,,,,,,𓅃 𓉘𓇦𓊂,hrw djr,,,,,False
TLA,TLA_EARLIER_8398,S8398,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓁷𓁶 𓇿𓇿𓍃𓅱,hr-tp tadu-tmw,ḥr(.ꞽ)-tp tꜣ.DU-tm.w,ḥr(.ꞽ)-tp tꜣ.DU-tm.w,"Vorsteher der gesamten beiden Länder,",108900|ḥr.ꞽ-tp 858686|tꜣ.wꞽ-tm,NOUN NOUN,N.m:stc N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8398,seed,,,,,,𓁷𓁶 𓇿𓇿𓍃𓅱,hr-tp tadu-tmw,,,,,False
TLA,TLA_EARLIER_8399,S8399,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓎟𓏏𓉐𓏤 𓋴𓈖𓃀𓏛 𓐙𓏏𓊤︂,nbt-pr snb maat-khrw,nb.t-pr snb mꜣꜥ.t-ḫrw,nb.t-pr snb mꜣꜥ.t-ḫrw,"Die Herrin des Hauses, Seneb, gerechtfertigt.",82090|nb.t-pr 450043|Snb 400178|mꜣꜥ.t-ḫrw,NOUN PROPN NOUN,TITL PERSN N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=8399,seed,,,,,,𓎟𓏏𓉐𓏤 𓋴𓈖𓃀𓏛 𓐙𓏏𓊤︂,nbt-pr snb maat-khrw,,,,,False
TLA,TLA_EARLIER_8400,S8400,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅱𓏏 𓃢𓊵𓏏𓊪,wt npw-htpw,wt.ꞽ ꞽnp.w-ḥtp.w,wt.ꞽ ꞽnp.w-ḥtp.w,Der Balsamierer Inpu-hetepu.,855700|wt.ꞽ 400565|Ꞽnp.w-ḥtp.w,NOUN PROPN,TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8400,seed,,,,,,𓅱𓏏 𓃢𓊵𓏏𓊪,wt npw-htpw,,,,,False
TLA,TLA_EARLIER_8401,S8401,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓈖𓉔𓊪 𓆑 𓈖𓉔𓊪 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,nhp f nhp wns pn,nhp =f nhp wnꞽs pn,nhp =f nhp wnꞽs pn,"Ist er lebensvoll, ist dieser Unas lebensvoll.",85430|nhp 10050|=f 85430|nhp 800001|Wnꞽs 59920|pn,VERB PRON VERB PROPN PRON,V\tam.act:stpr -3sg.m V\tam.act ROYLN dem.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=8401,seed,,,,,,𓈖𓉔𓊪 𓆑 𓈖𓉔𓊪 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,nhp f nhp wns pn,,,,,False
TLA,TLA_EARLIER_8402,S8402,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍿𓊃<g>Q33</g> 𓍿𓅱 𓈖𓏏𓋌 𓊪 𓂧𓈖𓂧𓈖 𓎡 𓈏𓈏𓈏𓏏 𓎡 𓇔𓏏 𓂧𓈖𓂧𓈖 𓎡 𓈏𓈏𓈏𓏏 𓎡 𓎔𓏏𓏏,tjzi tjw nt p dndn k atpl k rst dndn k atpl k mhtt,ṯzi̯ ṯw n(ꞽ).t p dndn =k ꞽꜣ.t.PL =k rs(.ꞽ).t dndn =k ꞽꜣ.t.PL =k mḥ.t.t,ṯzi̯ ṯw n(ꞽ).t p dndn =k ꞽꜣ.t.PL =k rs(.ꞽ).t dndn =k ꞽꜣ.t.PL =k mḥ.t.t,"Erhebe dich, Neith, und durchwandere deine südlichen Stätten und durchwandere deine nördlichen Stätten.",177200|ṯzi̯ 174900|ṯw 702960|Nꞽ.t 59740|pw 180020|dndn 10110|=k 20120|ꞽꜣ.t 10110|=k 96010|rs.ꞽ 180020|dndn 10110|=k 20120|ꞽꜣ.t 10110|=k 73560|mḥ.tꞽ,VERB PRON PROPN PRON VERB PRON NOUN PRON ADJ VERB PRON NOUN PRON ADJ,V\imp.sg =2sg.m PERSN dem.m.sg V\tam.act:stpr -2sg.m N.f:pl:stpr -2sg.m N-adjz:f.pl V\tam.act:stpr -2sg.m N.f:pl:stpr -2sg.m N-adjz:f.pl,,data/raw/tla_earlier/tla_earlier.parquet#row=8402,seed,,,,,,𓍿𓊃<g>Q33</g> 𓍿𓅱 𓈖𓏏𓋌 𓊪 𓂧𓈖𓂧𓈖 𓎡 𓈏𓈏𓈏𓏏 𓎡 𓇔𓏏 𓂧𓈖𓂧𓈖 𓎡 𓈏𓈏𓈏𓏏 𓎡 𓎔𓏏𓏏,tjzi tjw nt p dndn k atpl k rst dndn k atpl k mhtt,,,,,False
TLA,TLA_EARLIER_8403,S8403,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓐬𓌡𓏏𓏏 𓇋𓌳𓄪𓐍𓅱𓏏 𓎛𓏌𓈖𓏏,khkrt-nswt-watt makhwt hnwt,ẖkr.t-nswt-wꜥ.tt ꞽmꜣḫ.wt ḥnw.t,ẖkr.t-nswt-wꜥ.tt ꞽmꜣḫ.wt ḥnw.t,"Einziger Schmuck des Königs, die Ehrwürdige Henut.",850039|ẖkr.t-nswt-wꜥ.tꞽt 25100|ꞽmꜣḫ.wt 400407|Ḥnw.t,NOUN NOUN PROPN,TITL N.f PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8403,seed,,,,,,𓇓𓏏𓐬𓌡𓏏𓏏 𓇋𓌳𓄪𓐍𓅱𓏏 𓎛𓏌𓈖𓏏,khkrt-nswt-watt makhwt hnwt,,,,,False
TLA,TLA_EARLIER_8404,S8404,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓆑𓂧𓈎𓏴 𓎢 𓈖𓅓𓂝 𓋭𓊃𓍢𓂝 𓆑,fdq k n-m tjs f,fdq =k n-m ṯs =f,fdq =k n-m ṯs =f,"(Wenn) du zerteilst, wer wird (dann wieder) zusammenfügen?",64320|fdq 10110|=k 83990|nꞽm 176800|ṯꜣz 10050|=f,VERB PRON PRON VERB PRON,V\tam.act:stpr -2sg.m Q V\tam.act:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8404,seed,,,,,,𓆑𓂧𓈎𓏴 𓎢 𓈖𓅓𓂝 𓋭𓊃𓍢𓂝 𓆑,fdq k n-m tjs f,,,,,False
TLA,TLA_EARLIER_8405,S8405,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓏶𓅓𓂜 𓎢 𓄙𓅓𓀁 𓄟𓋴𓎢𓇋𓀁 𓈖 𓌃𓂧𓏏𓀁,mi k whm msk n mdt,ꞽmi̯ =k wḥm mskꞽ n md.t,ꞽmi̯ =k wḥm mskꞽ n md.t,Du sollst nicht das Gerücht/die Verleumdung (?) von/über einer Sache wiederholen!,25170|ꞽmi̯ 10110|=k 48440|wḥm 75910|mskꞽ 79800|n.ꞽ 78030|mdw.t,VERB PRON VERB NOUN ADJ NOUN,V\tam.act:stpr -2sg.m V\advz N.m PREP-adjz:m.sg N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=8405,seed,,,,,,𓏶𓅓𓂜 𓎢 𓄙𓅓𓀁 𓄟𓋴𓎢𓇋𓀁 𓈖 𓌃𓂧𓏏𓀁,mi k whm msk n mdt,,,,,False
TLA,TLA_EARLIER_8406,S8406,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓈖𓀆 𓏃𓏏𓈙 𓂧𓈖𓄓𓂂𓋴𓐪,wab-nswt khnt-sh n-sw-qd,wꜥb-nswt ḫnt.ꞽ-š n.ꞽ-sw-qd,wꜥb-nswt ḫnt.ꞽ-š n.ꞽ-sw-qd,Der Wab-Priester des Königs und Chentischi (Pächter ?)  Ni-su-qed.,44590|wꜥb-nswt 99015|ḫnt.ꞽ-š 200007|N.ꞽ-sw-qd,NOUN NOUN PROPN,TITL TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8406,seed,,,,,,𓇓𓏏𓈖𓀆 𓏃𓏏𓈙 𓂧𓈖𓄓𓂂𓋴𓐪,wab-nswt khnt-sh n-sw-qd,,,,,False
TLA,TLA_EARLIER_8407,S8407,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋴𓆓𓄔𓅓 𓇑𓇑 𓆓𓂧𓈖 𓊹𓊹𓊹,sdjm nn djdn ntjrpl,sḏm nn ḏd.n nṯr.PL,sḏm nn ḏd.n nṯr.PL,"Höre dies, was die Götter gesagt haben!",150560|sḏm 84570|nn 185810|ḏd 90260|nṯr,VERB PRON VERB NOUN,V\imp.sg dem.c V\rel.m.sg-ant N.m:pl,,data/raw/tla_earlier/tla_earlier.parquet#row=8407,seed,,,,,,𓋴𓆓𓄔𓅓 𓇑𓇑 𓆓𓂧𓈖 𓊹𓊹𓊹,sdjm nn djdn ntjrpl,,,,,False
TLA,TLA_EARLIER_8408,S8408,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓌃𓆓,djd-mdw,ḏ(d)-mdw,ḏ(d)-mdw,Worte sprechen:,186050|ḏd-mdw,VERB,V,,data/raw/tla_earlier/tla_earlier.parquet#row=8408,seed,,,,,,𓌃𓆓,djd-mdw,,,,,False
TLA,TLA_EARLIER_8409,S8409,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋴𓐍𓏏𓇏𓐙𓇿𓈖𓏏𓂋𓏤𓄋𓇋𓇋𓊖,skht-nt-r-wpy,sḫ.t-n.t-rʾ-wp.y,sḫ.t-n.t-rʾ-wp.y,Das Feld von Ra-upi (Domäne).,853398|Sḫ.t-n.t-Rʾ-wp.y,PROPN,PROPN,,data/raw/tla_earlier/tla_earlier.parquet#row=8409,seed,,,,,,𓋴𓐍𓏏𓇏𓐙𓇿𓈖𓏏𓂋𓏤𓄋𓇋𓇋𓊖,skht-nt-r-wpy,,,,,False
TLA,TLA_EARLIER_8410,S8410,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓈎𓂋𓋴𓌟𓊭𓏏 𓆑 𓅓 <g>G131</g> 𓊃𓏏𓈉 𓏏𓅆𓏏 𓀘 𓄤 𓅨𓂋𓏏 𓐍𓂋 𓊹𓉻 𓋴𓌉𓂋𓐍𓏏𓉒 𓂓𓅓𓋹,qrst f m khr-ntjr zmyt mntt awiw nfr wrt khr ntjr-aa shdj-rw-kht-pr-hdj ka-m-ankh,qrs.t(ꞽ) =f m ẖr-nṯr z(my.)t ꞽmn.t(ꞽ).t ꞽꜣwi̯(.w) nfr wr.t ḫr nṯr-ꜥꜣ sḥḏ-(ꞽ)r(.w-ꞽ)ḫ(.t)-pr-ḥḏ kꜣ(.ꞽ)-m-ꜥnḫ,qrs.t(ꞽ) =f m ẖr-nṯr z(my.)t ꞽmn.t(ꞽ).t ꞽꜣwi̯(.w) nfr wr.t ḫr nṯr-ꜥꜣ sḥḏ-(ꞽ)r(.w-ꞽ)ḫ(.t)-pr-ḥḏ kꜣ(.ꞽ)-m-ꜥnḫ,"Er möge durch den großen Gott begraben werden in der Nekropole der westlichen Wüste nachdem er sehr schön alt geworden ist - (er, nämlich:) der Aufseher der Verwalter des Schatzhauses, Kai-em-anch.",161940|qrs 10050|=f 400007|m 124070|ẖr-nṯr 134780|zmy.t 26150|ꞽmn.tꞽ 20480|ꞽꜣwi̯ 400458|nfr 450161|wr.t 80011|ḫr 90360|nṯr-ꜥꜣ 450255|sḥḏ-ꞽr.ꞽw-ꞽḫ.t-pr-ḥḏ 707649|Kꜣ=ꞽ-m-ꜥnḫ,VERB PRON ADP NOUN NOUN ADJ VERB ADV ADV ADP NOUN NOUN PROPN,V\tam-pass:stpr -3sg.m PREP N.m N.m N-adjz:f.sg V\res-3sg.m ADV ADV PREP DIVN TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8410,seed,,,,,,𓈎𓂋𓋴𓌟𓊭𓏏 𓆑 𓅓 <g>G131</g> 𓊃𓏏𓈉 𓏏𓅆𓏏 𓀘 𓄤 𓅨𓂋𓏏 𓐍𓂋 𓊹𓉻 𓋴𓌉𓂋𓐍𓏏𓉒 𓂓𓅓𓋹,qrst f m khr-ntjr zmyt mntt awiw nfr wrt khr ntjr-aa shdj-rw-kht-pr-hdj ka-m-ankh,,,,,False
TLA,TLA_EARLIER_8411,S8411,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓈟𓏏 𓆑 𓌸𓂋𓏏 𓆑 𓇓𓏏𓂋𓐍 𓍿𓆑𓇋,hmt f mryt f rt-kht-nswt tjf,ḥm.t =f mr.(y)t =f (ꞽ)r(.ꞽt-ꞽ)ḫ.t-nswt ṯf.ꞽ,ḥm.t =f mr.(y)t =f (ꞽ)r(.ꞽt-ꞽ)ḫ.t-nswt ṯf.ꞽ,"Seine Frau, seine Geliebte, die Verwalterin des Königsvermögens Tschefi.",104730|ḥm.t 10050|=f 550321|mr.yt 10050|=f 95750|ꞽr.ꞽt-ꞽḫ.t-nswt 709207|Ṯfꞽ,NOUN PRON NOUN PRON NOUN PROPN,N.f:stpr -3sg.m V\rel.f.sg:stpr -3sg.m TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8411,seed,,,,,,𓈟𓏏 𓆑 𓌸𓂋𓏏 𓆑 𓇓𓏏𓂋𓐍 𓍿𓆑𓇋,hmt f mryt f rt-kht-nswt tjf,,,,,False
TLA,TLA_EARLIER_8412,S8412,Earlier Egyptian,hieroglyphic/hieratic,unknown,New Kingdom,𓊢𓂝𓈖 𓊏𓊪𓈖 𓅯𓄿𓇋𓇋 𓀀 𓎟 𓂚𓄿𓀀𓂡,ahan shspn pay nb aha,ꜥḥꜥ.n šsp.n pꜣy =ꞽ nb ꜥḥꜣ,ꜥḥꜥ.n šsp.n pꜣy =ꞽ nb ꜥḥꜣ,Da begann mein Herr den Kampf.,40111|ꜥḥꜥ.n 157160|šzp 550021|pꜣy= 10030|=ꞽ 81650|nb 39930|ꜥḥꜣ,PART VERB PRON PRON NOUN NOUN,PTCL V\tam.act-ant art.poss:m.sg -1sg N.m N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8412,seed,,,,,,𓊢𓂝𓈖 𓊏𓊪𓈖 𓅯𓄿𓇋𓇋 𓀀 𓎟 𓂚𓄿𓀀𓂡,ahan shspn pay nb aha,,,,,False
TLA,TLA_EARLIER_8413,S8413,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓂋𓏙𓈖 𓆑 𓋴𓆱𓏏 𓈖 𓎡 𓅝 𓅓𓆱𓏏 𓋴𓏏𓈙,rdjin f skhti n k djhwt mw-kht stsh,rḏi̯.n =f sḫti̯ n =k ḏḥw.tꞽ (ꞽ)m(.ꞽ.w)-ḫt stš,rḏi̯.n =f sḫti̯ n =k ḏḥw.tꞽ (ꞽ)m(.ꞽ.w)-ḫt stš,"Er hat veranlaßt, daß Thot die Gefolgsleute des Seth vor dir zurückweichen läßt.",550028|rḏi̯ 10050|=f 143130|sḫti̯ 400055|n 10110|=k 185290|Ḏḥw.tꞽ 25750|ꞽm.ꞽ-ḫt 148520|Stẖ,VERB PRON VERB ADP PRON PROPN NOUN PROPN,V\tam.act-ant:stpr -3sg.m V\tam.act PREP:stpr -2sg.m DIVN N.m:pl:stc DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=8413,seed,,,,,,𓂋𓏙𓈖 𓆑 𓋴𓆱𓏏 𓈖 𓎡 𓅝 𓅓𓆱𓏏 𓋴𓏏𓈙,rdjin f skhti n k djhwt mw-kht stsh,,,,,False
TLA,TLA_EARLIER_8414,S8414,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍹𓏏𓏏𓇋𓍺 𓊪𓅱 𓋴𓌂𓐍𓅓𓅨𓅆 𓋴𓌂𓐍𓅓 𓅓 𓋴𓌂𓐍𓅓𓅱𓅆𓅆𓅆,tt pw skhm-wr skhm m skhmpl,ttꞽ pw sḫm-wr sḫm m sḫm.PL,ttꞽ pw sḫm-wr sḫm m sḫm.PL,"Teti ist die Große Macht, die Macht hat über die Mächte/die Mächtigen.",450656|Ttꞽ 59741|pw 500490|sḫm-wr 142170|sḫm 64366|m 142140|sḫm,PROPN PRON NOUN VERB ADP NOUN,ROYLN dem DIVN V\ptcp.act.m.sg PREP N.m:pl,,data/raw/tla_earlier/tla_earlier.parquet#row=8414,seed,,,,,,𓍹𓏏𓏏𓇋𓍺 𓊪𓅱 𓋴𓌂𓐍𓅓𓅨𓅆 𓋴𓌂𓐍𓅓 𓅓 𓋴𓌂𓐍𓅓𓅱𓅆𓅆𓅆,tt pw skhm-wr skhm m skhmpl,,,,,False
TLA,TLA_EARLIER_8415,S8415,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓐩𓆓𓏌 𓁷𓂋 𓎢 <g>R118</g>𓀭 𓅓 𓊵𓏏𓊪 𓅃 𓌶𓂝𓊤𓅱 𓅓 𓊵𓏏𓊪,ndj hr k mnw m htp hr maa-khrw m htp,nḏ ḥr =k mnw m ḥtp ḥr mꜣꜥ-ḫrw m ḥtp,nḏ ḥr =k mnw m ḥtp ḥr mꜣꜥ-ḫrw m ḥtp,"Seid gegrüßt, Min in Frieden, Horus, der Triumphierende, in Frieden.",91190|nḏ+(ḥr) 107510|ḥr 10110|=k 70530|Mnw 64362|m 111260|ḥtp.w 107500|Ḥr.w 853757|mꜣꜥ-ḫrw 64362|m 111260|ḥtp.w,VERB NOUN PRON PROPN ADP NOUN PROPN NOUN ADP NOUN,V N.m:stpr -2sg.m DIVN PREP N.m DIVN DIVN PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8415,seed,,,,,,𓐩𓆓𓏌 𓁷𓂋 𓎢 <g>R118</g>𓀭 𓅓 𓊵𓏏𓊪 𓅃 𓌶𓂝𓊤𓅱 𓅓 𓊵𓏏𓊪,ndj hr k mnw m htp hr maa-khrw m htp,,,,,False
TLA,TLA_EARLIER_8416,S8416,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍹𓏏𓏏𓇋𓍺 𓊪𓅱 𓆑𓈖𓐩𓂉 𓋴𓋴𓈖𓌢𓂉,tt pw fndj ssn,ttꞽ pw fnḏ ssn,ttꞽ pw fnḏ ssn,"Teti ist eine Nase, die atmet.",450656|Ttꞽ 59741|pw 63920|fnḏ 144080|ssn,PROPN PRON NOUN VERB,ROYLN dem N.m V\ptcp.act.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=8416,seed,,,,,,𓍹𓏏𓏏𓇋𓍺 𓊪𓅱 𓆑𓈖𓐩𓂉 𓋴𓋴𓈖𓌢𓂉,tt pw fndj ssn,,,,,False
TLA,TLA_EARLIER_8417,S8417,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓅃 𓉘𓂧𓈖𓊂,hrw dn,ḥr.w dn,ḥr.w dn,Horus Den,400034|Ḥr.w 882275|Dn,NOUN PROPN,ROYLN ROYLN,,data/raw/tla_earlier/tla_earlier.parquet#row=8417,seed,,,,,,𓅃 𓉘𓂧𓈖𓊂,hrw dn,,,,,False
TLA,TLA_EARLIER_8418,S8418,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓆛𓈖𓈖𓇋,nn,ꞽnn.ꞽ,ꞽnn.ꞽ,Ineni,708861|Ꞽnn.ꞽ,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8418,seed,,,,,,𓆛𓈖𓈖𓇋,nn,,,,,False
TLA,TLA_EARLIER_8419,S8419,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓂖 𓇋𓅓𓋴𓐍𓂋𓏝,hm-ka m-skhr,ḥm-kꜣ ꞽm(.ꞽ)-sḫr,ḥm-kꜣ ꞽm(.ꞽ)-sḫr,Der Totenpriester Imi-secher.,104990|ḥm-kꜣ 450287|Ꞽm.ꞽ-sḫr,NOUN PROPN,TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8419,seed,,,,,,𓂖 𓇋𓅓𓋴𓐍𓂋𓏝,hm-ka m-skhr,,,,,False
TLA,TLA_EARLIER_8420,S8420,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆓𓌃,djd-mdw,ḏ(d)-mdw,ḏ(d)-mdw,Worte sprechen:,186050|ḏd-mdw,VERB,V,,data/raw/tla_earlier/tla_earlier.parquet#row=8420,seed,,,,,,𓆓𓌃,djd-mdw,,,,,False
TLA,TLA_EARLIER_8421,S8421,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆼𓅱 𓆑 𓈖 𓆑 𓅚𓏏<g>D77</g><g>D124</g> 𓎟 𓊃𓈖𓍿𓏏 𓌨𓂋 𓆓𓃀𓂝𓂭𓂭𓂭 𓆑,wkha f n f rkhwt nbt zntjt khr djbapl f,wḫꜣ =f n =f rḫ.(w)t nb(.t) znṯ.t ẖr ḏbꜥ.PL =f,wḫꜣ =f n =f rḫ.(w)t nb(.t) znṯ.t ẖr ḏbꜥ.PL =f,Er wird für ihn alle rebellischen Rechit unter seinen Fingern abschütteln.,49100|wḫꜣ 10050|=f 400055|n 10050|=f 95820|rḫ.yt 81660|nb 138530|znṯ 123910|ẖr 183430|ḏbꜥ 10050|=f,VERB PRON ADP PRON NOUN ADJ VERB ADP NOUN PRON,V\tam.act:stpr -3sg.m PREP:stpr -3sg.m N.f ADJ:f.sg V\ptcp.act.f.sg PREP N.m:pl:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8421,seed,,,,,,𓆼𓅱 𓆑 𓈖 𓆑 𓅚𓏏<g>D77</g><g>D124</g> 𓎟 𓊃𓈖𓍿𓏏 𓌨𓂋 𓆓𓃀𓂝𓂭𓂭𓂭 𓆑,wkha f n f rkhwt nbt zntjt khr djbapl f,,,,,False
TLA,TLA_EARLIER_8422,S8422,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓊪𓈖𓊃 𓃾 𓃒,pnz tp h,pnz tp ꞽḥ,pnz tp ꞽḥ,Das Abschneiden des Rinderkopfes.,60070|pnz 170860|tp 30410|ꞽḥ,VERB NOUN NOUN,V\inf N.m:stc N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8422,seed,,,,,,𓊪𓈖𓊃 𓃾 𓃒,pnz tp h,,,,,False
TLA,TLA_EARLIER_8423,S8423,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓄿𓈙𓂋𓏏,ashrt,ꜣšr.t,ꜣšr.t,Grillklein.,289|ꜣšr.t,NOUN,N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=8423,seed,,,,,,𓄿𓈙𓂋𓏏,ashrt,,,,,False
TLA,TLA_EARLIER_8424,S8424,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓂋𓐍 𓇓𓏏𓈖𓐓𓋴,rt-kht-nswt n-s-nswt,(ꞽ)r(.ꞽt-ꞽ)ḫ.t-nswt n.ꞽ-sꞽ-nswt,(ꞽ)r(.ꞽt-ꞽ)ḫ.t-nswt n.ꞽ-sꞽ-nswt,Die Verwalterin des Königsvermögens Nisi-nisut.,95750|ꞽr.ꞽt-ꞽḫ.t-nswt 702819|N.ꞽ-sꞽ-nswt,NOUN PROPN,TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=8424,seed,,,,,,𓇓𓏏𓂋𓐍 𓇓𓏏𓈖𓐓𓋴,rt-kht-nswt n-s-nswt,,,,,False
TLA,TLA_EARLIER_8425,S8425,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓏙𓈖 𓅃 𓏎𓈖𓏏 𓈖 𓎡 𓅝 𓐍𓆑𓏏 𓎡 𓂧𓈖 𓆑 𓎡𓅱 𓁷 𓐟 𓆑 𓇋𓅓𓂜 𓆑 𓈙𓄿𓅱 𓎡𓅱,djin hrw nt n k djhwt khft k din f kw hr sa f mi f shaiw kw,ḏi̯.n ḥr.w ꞽnt n =k ḏḥw.tꞽ ḫft(.ꞽ) =k di̯.n =f kw ḥr sꜣ =f ꞽmi̯ =f šꜣi̯.w kw,ḏi̯.n ḥr.w ꞽnt n =k ḏḥw.tꞽ ḫft(.ꞽ) =k di̯.n =f kw ḥr sꜣ =f ꞽmi̯ =f šꜣi̯.w kw,"Horus hat veranlaßt, daß Thot dir deinen Feind bringe, und er hat dich auf seinen Rücken gesetzt, damit er sich dir nicht widersetze.",550028|rḏi̯ 107500|Ḥr.w 26870|ꞽni̯ 400055|n 10110|=k 185290|Ḏḥw.tꞽ 116800|ḫft.ꞽ 10110|=k 51510|wdi̯ 10050|=f 163890|kw 400090|ḥr 125670|sꜣ 10050|=f 25170|ꞽmi̯ 10050|=f 122350|ẖꜣi̯ 163890|kw,VERB PROPN VERB ADP PRON PROPN NOUN PRON VERB PRON PRON ADP NOUN PRON VERB PRON VERB PRON,V\tam.act-ant DIVN V\tam.act PREP:stpr -2sg.m DIVN N.m:stpr -2sg.m V\tam.act-ant:stpr -3sg.m =2sg.m PREP N.m:stpr -3sg.m V\tam.act:stpr -3sg.m V\advz =2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=8425,seed,,,,,,𓏙𓈖 𓅃 𓏎𓈖𓏏 𓈖 𓎡 𓅝 𓐍𓆑𓏏 𓎡 𓂧𓈖 𓆑 𓎡𓅱 𓁷 𓐟 𓆑 𓇋𓅓𓂜 𓆑 𓈙𓄿𓅱 𓎡𓅱,djin hrw nt n k djhwt khft k din f kw hr sa f mi f shaiw kw,,,,,False
TLA,TLA_EARLIER_8426,S8426,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓆓𓂧𓐍𓂋 𓎢 𓂋 𓋴,djdkhr k r s,ḏd.ḫr =k r =s,ḏd.ḫr =k r =s,So sollst du dazu sagen:,185810|ḏd 10110|=k 91903|r 10090|=s,VERB PRON ADP PRON,V\tam.act-oblv:stpr -2sg.m PREP:stpr -3sg.f,,data/raw/tla_earlier/tla_earlier.parquet#row=8426,seed,,,,,,𓆓𓂧𓐍𓂋 𓎢 𓂋 𓋴,djdkhr k r s,,,,,False
